V1 V2 V3 V4 V5 V6 V7 V8
2 32704001 2 195 209 212 1 2
2 29725934 2 180 206 210 1 2
2 29774767 2 181 206 208 1 2
2 31401716 2 187 206 203 1 2
2 30666741 2 184 204 203 1 2
2 31855596 2 189 204 203 1 2
2 32073359 2 190 204 203 1 2
2 28351387 2 177 199 200 1 2
2 29053980 2 179 199 185 1 2
2 28158004 2 176 196 185 1 2
2 28777071 2 178 196 185 1 2
2 26305644 2 170 181 178 1 2
2 26803745 2 173 181 183 1 2
2 26197863 2 169 179 178 1 2
2 25165264 2 166 174 166 1 2
2 26567389 2 171 174 170 1 2
2 26985911 2 174 174 166 1 2
2 25190493 2 167 166 166 1 2
2 27092494 2 175 162 165 1 2
2 24129621 2 163 161 151 1 2
2 25116882 2 165 161 154 1 2
2 22811789 2 159 150 151 1 2
2 23690837 2 162 150 151 1 2
2 23507725 2 161 147 148 1 2
2 22182029 2 157 144 141 1 2
2 19747309 2 147 137 132 1 2
2 19813085 2 148 137 132 1 2
2 20784692 2 155 129 129 1 2
2 20129424 2 150 128 129 1 2
2 20223771 2 151 128 127 1 2
2 20444627 2 152 128 126 1 2
2 20635090 2 154 128 129 1 2
2 20613019 2 153 124 127 1 2
2 19471622 2 145 123 126 1 2
2 18254731 2 139 122 123 1 2
2 18281057 2 140 122 115 1 2
2 18303897 2 141 122 123 1 2
2 14991257 2 129 115 114 1 2
2 16533821 2 132 115 109 1 2
2 16782882 2 134 115 114 1 2
2 16837901 2 136 115 109 1 2
2 19191007 2 143 115 119 1 2
2 16585136 2 133 109 110 1 2
2 17806390 2 138 109 112 1 2
2 18796642 2 142 109 110 1 2
2 16398597 2 131 108 110 1 2
2 14564960 2 128 106 110 1 2
2 14431555 2 127 105 106 1 2
2 17275622 2 137 105 109 1 2
2 19216833 2 144 102 102 1 2
2 12687180 2 123 98 94 1 2
2 12804850 2 124 98 94 1 2
2 13183001 2 125 98 94 1 2
2 13613521 2 126 90 86 1 2
2 11437219 2 120 82 81 1 2
2 11979129 2 121 82 76 1 2
2 10825815 2 118 80 76 1 2
2 9700725 2 114 80 76 1 2
2 11313452 2 119 74 76 1 2
2 10092062 2 117 72 74 1 2
2 9764763 2 116 72 70 1 2
2 9164927 2 112 66 69 1 2
2 9714553 2 115 65 63 1 2
2 7496863 2 110 59 50 1 2
2 8368909 2 111 59 55 1 2
2 7437619 2 109 51 50 1 2
2 6882830 2 108 46 44 1 2
2 6507264 2 107 40 42 1 2
2 5854899 2 104 38 35 1 2
2 6109175 2 105 38 34 1 2
2 5469920 2 103 34 34 1 2
2 5276473 2 100 31 34 1 2
2 5439929 2 102 23 27 1 2
2 6323620 2 106 23 27 1 2
2 5184754 2 99 20 22 1 2
2 5361761 2 101 20 24 1 2
2 3519183 2 98 18 19 1 2
2 2240054 2 94 15 17 1 2
2 2695156 2 96 15 17 1 2
2 1902597 2 91 14 17 1 2
2 17994 2 83 10 12 1 2
2 3477040 2 97 10 14 1 2
2 797817 2 87 8 12 1 2
2 685977 2 86 0 0 1 2
2 892607 2 89 0 4 1 2
3 1179200 51 198 0 0 1 3
3 1345120 51 199 15 17 1 3
3 1622064 51 200 15 17 1 3
3 1918614 51 201 15 19 1 3
3 859014 51 197 15 15 1 3
3 3385334 51 202 17 19 1 3
3 5289584 51 206 19 28 1 3
3 3880315 51 204 28 31 1 3
3 3806630 51 203 31 38 1 3
3 4579592 51 205 31 38 1 3
3 5719861 51 209 31 38 1 3
3 5505709 51 208 38 38 1 3
3 5826164 51 210 38 46 1 3
3 6360599 51 211 42 46 1 3
3 6715404 51 212 46 50 1 3
3 10597424 51 220 50 69 2 3
3 10790981 51 221 50 69 2 3
3 7065805 51 213 50 69 2 3
3 7555975 51 214 50 64 2 3
3 8018285 51 216 50 69 2 3
3 9974538 51 219 62 64 2 3
3 12447467 51 225 67 69 2 3
3 9922294 51 217 67 67 2 3
3 9951921 51 218 69 73 2 3
3 13574752 51 231 73 75 2 3
3 12463250 51 226 75 76 2 3
3 7888164 51 215 76 80 2 3
3 10832162 51 222 80 84 2 3
3 12877947 51 227 84 94 2 3
3 13209194 51 230 84 99 2 3
3 11185469 51 223 94 99 2 3
3 11847877 51 224 99 100 2 3
3 13648381 51 232 100 110 2 3
3 14533982 51 233 100 110 2 3
3 13158758 51 229 106 110 2 3
3 14651419 51 234 119 125 1 3
3 14981941 51 235 119 125 1 3
3 16873123 51 236 125 129 1 3
3 17265294 51 237 125 130 1 3
3 17651846 51 239 130 139 1 3
3 18232979 51 240 139 142 1 3
3 18729351 51 242 142 151 1 3
3 21176233 51 246 151 158 1 3
3 21965533 51 248 158 159 1 3
3 21106036 51 245 159 162 1 3
3 21506539 51 247 162 169 1 3
3 23917206 51 253 162 173 1 3
3 23279469 51 249 164 173 1 3
3 23319869 51 250 167 173 1 3
3 23851709 51 252 169 172 1 3
3 23599911 51 251 172 173 1 3
3 24508851 51 254 172 173 1 3
4 15757014 52 303 101 116 1 4
4 16463115 52 305 101 109 1 4
4 16628462 52 306 101 109 1 4
4 16829425 52 307 101 109 1 4
4 17362638 52 309 101 115 1 4
4 17073966 52 308 100 109 1 4
4 13869129 52 298 94 107 1 4
4 12359924 52 294 92 104 1 4
4 14841532 52 301 89 102 1 4
4 13254334 52 295 87 94 1 4
4 10773978 52 291 79 89 1 4
4 10039256 52 288 74 85 1 4
4 9270852 52 286 70 80 1 4
4 10621366 52 289 65 76 1 4
4 9366457 52 287 61 72 1 4
4 10725637 52 290 57 67 1 4
4 9206906 52 285 57 64 1 4
4 7724094 52 283 49 54 1 4
4 7813804 52 284 49 54 1 4
4 6733915 52 278 33 43 1 4
4 6811607 52 279 33 48 1 4
4 6899342 52 280 33 48 1 4
4 5403382 52 273 31 43 1 4
4 6201756 52 275 31 46 1 4
4 6418791 52 277 29 43 1 4
4 4722972 52 271 18 33 1 4
4 5357207 52 272 16 25 1 4
4 4353335 52 269 10 21 1 4
4 96681 52 257 6 15 2 4
4 1423090 52 261 2 15 2 4
4 1858225 52 264 0 15 2 4
4 2564143 52 266 0 0 2 4
5 109690 35 310 0 0 2 5
5 926153 35 314 0 3 1 5
5 329882 35 311 3 16 1 5
5 520290 35 312 3 16 1 5
5 580280 35 313 3 13 1 5
5 1316600 35 315 16 16 1 5
5 1514214 35 316 16 16 1 5
5 1581502 35 317 21 27 1 5
5 1773363 35 318 21 27 1 5
5 2663616 35 319 27 31 1 5
5 4379823 35 326 31 45 1 5
5 4603541 35 329 45 48 1 5
5 5220665 35 330 48 51 1 5
5 2944711 35 321 51 55 1 5
5 6808475 35 337 51 55 2 5
5 3891604 35 325 59 59 1 5
5 4559885 35 327 59 61 1 5
5 5388377 35 331 67 67 1 5
5 5945640 35 332 67 81 1 5
5 6728623 35 335 81 92 1 5
5 6777863 35 336 92 96 2 5
5 6484422 35 334 96 104 1 5
5 8172998 42 340 0 0 2 5
5 8519707 42 341 0 8 1 5
5 7360431 42 338 15 15 2 5
5 7895093 42 339 15 27 1 5
5 8594243 42 342 15 27 1 5
5 8869455 42 344 15 27 1 5
5 9674879 42 346 27 29 1 5
5 11164774 42 347 29 45 1 5
5 11274190 42 348 45 49 1 5
5 14327639 42 358 49 57 1 5
5 11989364 42 349 57 65 1 5
5 12501724 42 350 65 66 1 5
5 12753842 42 353 66 74 1 5
5 12866265 42 354 66 74 1 5
5 13121123 42 355 74 83 1 5
5 14387610 42 359 74 91 2 5
5 13524716 42 356 80 91 1 5
5 13592825 42 357 91 92 1 5
6 1639004 3 364 0 0 1 6
6 182576 3 360 0 7 1 6
6 758224 3 362 0 7 1 6
6 1807013 3 365 13 13 1 6
6 2148493 3 366 13 16 1 6
6 2322762 3 367 13 16 1 6
6 2543655 3 368 13 16 1 6
6 500841 3 361 13 13 1 6
6 926794 3 363 13 22 1 6
6 4202654 3 373 21 23 1 6
6 3435170 3 370 22 24 1 6
6 3845762 3 371 22 24 1 6
6 4497484 3 374 28 35 1 6
6 4977745 3 375 35 43 1 6
6 5379838 3 376 43 48 1 6
6 5742336 3 377 48 49 1 6
6 6439830 3 379 49 57 1 6
6 7414898 3 383 55 55 1 6
6 6543017 3 380 57 57 1 6
6 7218202 3 382 57 60 1 6
6 9048876 3 387 57 60 2 6
6 7109105 3 381 60 67 1 6
6 7897309 3 384 60 80 1 6
6 7923249 3 385 64 80 1 6
6 10496243 3 389 80 83 1 6
6 10168825 3 388 83 85 1 6
6 10806324 3 390 85 89 1 6
6 11146928 3 391 89 92 1 6
6 11555771 3 392 92 97 1 6
6 11991422 3 393 97 108 1 6
6 12010783 3 394 97 107 1 6
6 12122531 3 395 108 108 1 6
6 14685476 3 404 108 110 2 6
6 13195766 3 399 110 116 2 6
6 13123546 3 398 111 116 2 6
6 14708637 3 405 116 126 2 6
6 12902375 3 397 128 135 2 6
6 13258325 3 400 128 128 2 6
6 13658413 3 401 128 128 2 6
6 14395165 3 403 128 128 2 6
6 12669456 3 396 135 139 2 6
7 13012938 7 446 115 115 1 7
7 14159619 7 450 115 115 1 7
7 13183392 7 447 104 104 1 7
7 13574080 7 448 104 104 1 7
7 10748795 7 440 103 102 1 7
7 11439418 7 442 103 102 1 7
7 11944889 7 444 103 102 1 7
7 11235166 7 441 99 97 1 7
7 12530305 7 445 99 99 1 7
7 9488748 7 436 99 88 1 7
7 10079867 7 439 97 96 1 7
7 10003694 7 438 96 94 1 7
7 9827766 7 437 94 89 1 7
7 8648443 7 433 91 88 1 7
7 8365275 7 432 88 83 1 7
7 8028974 7 431 83 81 1 7
7 9067417 7 435 81 78 1 7
7 11676813 7 443 78 67 1 7
7 7457770 7 429 67 59 1 7
7 6685495 7 427 59 52 1 7
7 7169153 7 428 59 52 1 7
7 7744946 7 430 59 57 1 7
7 6037814 7 424 50 37 1 7
7 6242841 7 425 50 50 1 7
7 5223766 7 422 37 34 1 7
7 5528716 7 423 37 34 1 7
7 3967418 7 419 27 20 1 7
7 4504065 7 421 27 27 1 7
7 1912596 7 411 20 13 1 7
7 2021696 7 412 20 12 1 7
7 2200640 7 414 20 12 1 7
7 2676732 7 416 20 13 1 7
7 2850491 7 418 20 15 1 7
7 2118114 7 413 13 12 1 7
7 2836636 7 417 13 13 1 7
7 2269932 7 415 12 12 1 7
7 1563537 7 410 10 10 1 7
7 709955 7 407 10 0 1 7
7 764727 7 408 10 10 1 7
7 1039393 7 409 0 0 1 7
8 2971186 13 458 0 14 2 8
8 3152553 13 460 0 14 2 8
8 3371504 13 462 0 15 2 8
8 4197114 13 465 0 14 2 8
8 4386405 13 466 0 0 2 8
8 3603105 13 463 3 3 2 8
8 3687162 13 464 14 14 2 8
8 2412205 13 456 15 22 2 8
8 2535569 13 457 15 15 2 8
8 2124056 13 455 22 30 2 8
8 1001891 13 454 30 36 2 8
8 129641 13 451 36 48 2 8
8 295758 13 452 36 48 2 8
8 6119526 13 470 48 48 1 8
8 6971511 13 475 53 55 1 8
8 7452971 13 476 53 54 1 8
8 7885327 13 478 53 54 1 8
8 7638287 13 477 55 55 1 8
8 8108346 13 479 55 57 1 8
8 5923991 13 468 57 62 1 8
8 6314142 13 471 57 62 1 8
8 6820969 13 474 57 62 1 8
8 8497879 13 481 57 62 1 8
8 8457897 13 480 61 62 1 8
8 943657 13 453 66 68 2 8
8 9520929 13 483 66 66 1 8
8 8815619 13 482 68 69 1 8
8 9727581 13 484 69 74 1 8
8 10170651 13 486 74 88 1 8
8 5910871 13 467 74 88 1 8
8 10455438 13 487 88 91 1 8
8 10074649 13 485 91 95 1 8
8 10607113 13 488 95 101 1 8
8 12130515 13 491 95 107 1 8
8 13112794 13 493 95 108 1 8
8 11333600 13 489 103 103 1 8
8 11495803 13 490 103 106 1 8
8 13192603 13 494 106 111 1 8
8 13450404 13 495 107 108 1 8
8 12636322 13 492 108 112 1 8
8 13722133 13 497 112 112 1 8
8 13944395 13 498 112 119 1 8
8 13664672 13 496 119 122 1 8
9 1508742 16 502 0 0 1 9
9 1024768 16 501 3 3 1 9
9 1897365 16 503 3 18 1 9
9 2212462 16 504 3 20 1 9
9 567009 16 499 3 20 1 9
9 881127 16 500 3 20 1 9
9 2302222 16 505 20 22 1 9
9 3329527 16 506 22 26 1 9
9 4087599 16 507 26 30 1 9
9 4541638 16 509 26 37 1 9
9 4160548 16 508 37 37 1 9
9 4873049 16 510 37 45 1 9
9 5059914 16 511 45 55 1 9
9 6133331 16 513 55 58 1 9
9 6318998 16 514 58 61 1 9
9 6514777 16 515 58 67 1 9
9 6820565 16 516 61 67 1 9
9 7775985 16 519 67 73 1 9
9 7176539 16 517 73 76 1 9
9 8804497 16 521 76 85 1 9
9 9008750 16 524 76 89 1 9
9 8554747 16 520 87 87 1 9
9 8821489 16 522 87 89 1 9
9 9199866 16 525 88 89 1 9
9 9715321 16 529 89 91 1 9
9 9326419 16 526 91 92 1 9
9 9539419 16 528 91 92 1 9
9 10503849 16 530 96 99 1 9
9 10757764 16 531 96 99 1 9
9 11825051 16 533 96 97 1 9
9 11399435 16 532 98 98 1 9
9 12520071 16 534 98 103 1 9
9 12864411 16 535 99 101 1 9
9 13613920 16 536 101 103 1 9
10 1849939 10 539 0 0 2 10
10 1907139 10 540 0 3 2 10
10 1305491 10 537 13 27 2 10
10 1496959 10 538 13 13 2 10
10 2594495 10 546 13 23 2 10
10 2277980 10 544 18 23 2 10
10 2935663 10 548 18 23 2 10
10 1933833 10 541 24 24 2 10
10 2121268 10 542 24 27 2 10
10 2131552 10 543 27 27 2 10
10 2418387 10 545 27 28 2 10
10 4198222 10 551 28 33 1 10
10 4449242 10 552 33 40 1 10
10 4700331 10 553 40 42 1 10
10 5054369 10 555 42 48 1 10
10 4739072 10 554 48 49 1 10
10 5741844 10 556 49 53 1 10
10 6076496 10 558 53 55 1 10
10 7244062 10 562 55 58 2 10
10 5831840 10 557 58 59 1 10
10 6847559 10 560 59 60 2 10
10 6570344 10 559 60 69 2 10
10 7933835 10 567 69 75 2 10
10 7316701 10 563 75 82 2 10
10 7754839 10 565 75 79 2 10
10 7000545 10 561 79 82 2 10
10 7514530 10 564 79 91 2 10
10 8133983 10 569 82 85 1 10
10 8759789 10 571 85 89 1 10
10 9230156 10 573 87 91 1 10
10 8969780 10 572 89 91 1 10
10 7846134 10 566 91 93 2 10
10 10603129 10 575 93 102 1 10
10 11331761 10 577 107 107 1 10
10 11407174 10 578 107 107 1 10
10 11834336 10 580 107 117 1 10
10 12343803 10 582 107 107 1 10
10 12476746 10 583 107 107 1 10
10 11701623 10 579 116 117 1 10
11 1222654 17 588 0 25 0 11
11 1406053 17 589 0 0 2 11
11 1180990 17 587 10 10 2 11
11 2890370 17 591 10 20 1 11
11 2927734 17 592 10 10 1 11
11 3199294 17 593 10 10 1 11
11 3364387 17 594 10 10 1 11
11 846338 17 585 17 18 2 11
11 3634067 17 595 25 31 1 11
11 3700235 17 596 25 31 1 11
11 933811 17 586 25 25 2 11
11 3896767 17 597 31 39 1 11
11 4835900 17 600 39 49 1 11
11 5214150 17 602 39 49 1 11
11 6748998 17 606 49 54 1 11
11 5720506 17 603 54 59 1 11
11 6923774 17 607 59 71 1 11
11 7377318 17 608 71 73 1 11
11 7542875 17 609 73 77 1 11
11 7927409 17 610 73 77 1 11
11 8018057 17 612 81 81 1 11
11 8260044 17 614 81 82 1 11
11 8897970 17 615 81 87 1 11
11 9662225 17 616 82 83 1 11
11 11201992 17 620 87 97 1 11
11 12717886 17 624 97 101 1 11
11 10034671 17 617 101 102 1 11
11 10574818 17 618 102 103 1 11
11 10797425 17 619 103 104 1 11
11 11971590 17 621 104 114 1 11
11 12274541 17 622 106 114 1 11
11 12878166 17 625 114 117 1 11
12 2114494 5 628 0 0 1 12
12 1736598 5 627 14 14 1 12
12 2383174 5 629 14 14 1 12
12 27118 5 626 14 14 1 12
12 3212177 5 630 20 20 1 12
12 4114481 5 632 20 30 2 12
12 4923410 5 635 30 32 2 12
12 4961436 5 636 30 32 2 12
12 4338387 5 633 37 39 2 12
12 4537720 5 634 37 37 2 12
12 5845747 5 639 39 45 1 12
12 4073262 5 631 45 50 2 12
12 5531930 5 638 50 57 1 12
12 6971888 5 642 57 67 1 12
12 9176233 5 654 67 70 1 12
12 7996811 5 649 70 71 1 12
12 7262125 5 643 71 75 1 12
12 7626505 5 644 75 76 1 12
12 7831910 5 647 76 78 1 12
12 7845533 5 648 76 78 1 12
12 7765715 5 645 80 84 1 12
12 7787431 5 646 80 80 1 12
12 8829367 5 652 84 86 1 12
12 8575281 5 650 86 88 1 12
12 8817304 5 651 88 93 1 12
12 10487153 5 658 93 96 1 12
12 11865319 5 664 96 96 1 12
12 12047327 5 668 96 102 1 12
12 12556550 5 672 96 105 1 12
12 12702601 5 673 96 119 0 12
12 11060053 5 660 103 103 1 12
12 11963393 5 667 103 104 1 12
12 12126102 5 669 103 103 1 12
12 12368244 5 671 103 119 1 12
12 11912935 5 665 104 104 1 12
12 11947902 5 666 104 104 1 12
12 9495163 5 656 105 105 1 12
12 9763455 5 657 105 105 1 12
12 11254077 5 661 119 119 1 12
12 12234902 5 670 119 121 1 12
12 9047547 5 653 119 119 1 12
13 12301372 14 714 103 97 1 13
13 12573689 14 715 103 104 1 13
13 11361243 14 710 102 97 1 13
13 11702945 14 712 102 101 1 13
13 11925744 14 713 102 103 1 13
13 10523170 14 709 100 97 1 13
13 9679685 14 707 100 93 1 13
13 9372240 14 706 92 90 1 13
13 8668867 14 704 89 83 1 13
13 9105715 14 705 89 83 1 13
13 7441867 14 695 82 67 1 13
13 8104200 14 700 82 75 1 13
13 8299062 14 701 82 67 1 13
13 8433444 14 702 76 75 1 13
13 7989271 14 698 73 73 1 13
13 8039211 14 699 73 73 1 13
13 7720948 14 696 69 67 1 13
13 7839486 14 697 69 67 1 13
13 7210025 14 694 66 63 1 13
13 6893818 14 693 62 53 1 13
13 8587593 14 703 62 53 1 13
13 6318787 14 690 52 50 1 13
13 6338911 14 691 49 48 1 13
13 6805770 14 692 49 48 1 13
13 4589216 14 683 40 41 1 13
13 5239850 14 687 40 38 1 13
13 6165832 14 689 37 36 1 13
13 4426306 14 682 35 32 1 13
13 4766922 14 684 35 32 1 13
13 5043650 14 686 35 32 1 13
13 3688538 14 681 31 28 1 13
13 4869505 14 685 27 23 1 13
13 3316984 14 680 22 19 1 13
13 678582 14 675 18 1 2 13
13 120941 14 674 3 4 2 13
13 769041 14 676 3 1 2 13
13 946041 14 677 0 0 2 13
14 1799529 20 722 0 0 2 14
14 2743286 20 727 0 3 2 14
14 1279593 20 721 9 15 2 14
14 2313592 20 724 9 15 2 14
14 2184191 20 723 15 20 2 14
14 2607071 20 725 15 20 2 14
14 1011897 20 719 21 36 2 14
14 1133329 20 720 21 33 2 14
14 2633268 20 726 21 21 2 14
14 434055 20 716 21 33 2 14
14 609355 20 718 21 33 2 14
14 3910162 20 728 33 36 1 14
14 4076539 20 729 36 37 1 14
14 4317596 20 730 37 43 1 14
14 5094926 20 733 37 43 1 14
14 4769337 20 732 43 45 1 14
14 5596326 20 737 43 55 1 14
14 5405166 20 734 45 55 1 14
14 5489079 20 735 45 55 1 14
14 5947257 20 738 55 58 1 14
14 6462636 20 739 55 58 1 14
14 6639532 20 741 58 64 1 14
14 6601803 20 740 62 64 1 14
14 7622045 20 742 64 81 1 14
14 8178492 20 743 81 84 1 14
14 9244731 20 748 84 96 1 14
14 10858935 20 751 100 100 1 14
14 8496146 20 744 100 103 1 14
14 9927773 20 749 103 109 1 14
14 10281697 20 750 104 109 1 14
14 8718804 20 746 104 122 1 14
14 11804709 20 752 122 122 1 14
14 8941759 20 747 122 128 1 14
15 10555772 4 798 106 95 1 15
15 12000612 4 802 106 111 1 15
15 10904675 4 800 96 101 1 15
15 11728775 4 801 96 98 1 15
15 10191570 4 796 93 93 1 15
15 10289525 4 797 90 93 1 15
15 9997644 4 795 90 93 1 15
15 8631511 4 789 88 90 1 15
15 8798482 4 791 85 88 1 15
15 8893977 4 793 85 87 1 15
15 8809318 4 792 84 87 1 15
15 8572884 4 788 82 84 1 15
15 8303498 4 787 79 81 1 15
15 7606871 4 785 76 80 1 15
15 7942961 4 786 75 77 1 15
15 7235532 4 784 72 72 1 15
15 7138193 4 783 69 72 1 15
15 6807927 4 782 67 71 1 15
15 6654052 4 781 66 66 1 15
15 6644000 4 780 61 53 1 15
15 4826337 4 774 48 44 1 15
15 5457846 4 779 39 43 1 15
15 4855545 4 775 38 34 1 15
15 4480980 4 773 29 31 1 15
15 3863054 4 771 26 29 1 15
15 3579655 4 770 24 23 1 15
15 3153058 4 767 18 21 1 15
15 2452294 4 765 16 17 1 15
15 2499325 4 766 16 12 1 15
15 1968854 4 763 12 12 1 15
15 232711 4 753 7 10 1 15
15 243143 4 754 7 11 1 15
15 908637 4 757 7 11 1 15
15 932927 4 758 7 11 1 15
15 1386480 4 761 5 10 1 15
15 1266816 4 760 0 5 1 15
15 498850 4 755 0 0 1 15
16 1779724 8 809 0 0 1 16
16 303503 8 803 0 4 1 16
16 602596 8 804 4 7 1 16
16 2283804 8 810 12 12 1 16
16 2984987 8 812 12 14 1 16
16 3253664 8 814 12 14 1 16
16 3050744 8 813 16 16 1 16
16 4510312 8 816 16 21 1 16
16 2725164 8 811 21 34 1 16
16 4639876 8 817 34 48 1 16
16 4685826 8 818 48 53 1 16
16 4799554 8 819 53 58 1 16
16 5231416 8 820 58 60 1 16
16 7615724 8 830 60 68 1 16
16 4364739 8 815 68 72 1 16
16 6857911 8 824 72 85 1 16
16 6517404 8 821 85 95 1 16
16 6820524 8 823 95 97 1 16
16 6934934 8 825 97 101 1 16
16 6974424 8 826 97 101 1 16
16 7067990 8 827 97 101 1 16
16 6684180 8 822 104 109 1 16
16 7402378 8 828 104 104 1 16
16 7680395 8 831 104 105 1 16
16 7506729 8 829 109 109 1 16
16 7960947 8 832 109 111 1 16
16 9381144 8 835 111 118 1 16
16 9546561 8 836 118 120 1 16
16 9630738 8 837 120 125 1 16
16 9862537 8 838 125 126 1 16
16 10247185 8 840 126 132 1 16
16 10291575 8 841 126 132 1 16
16 11132071 8 846 126 132 1 16
16 11041688 8 845 131 132 1 16
16 10637584 8 842 134 145 1 16
16 10706214 8 843 134 134 1 16
16 10813462 8 844 134 150 1 16
16 10191826 8 839 145 147 1 16
16 11474261 8 849 145 145 1 16
16 11782286 8 850 150 152 1 16
16 7971927 8 833 150 150 1 16
16 11220888 8 848 152 156 1 16
17 11150345 9 892 112 116 1 17
17 11880048 9 894 112 115 1 17
17 9581614 9 887 112 110 2 17
17 11464913 9 893 107 111 1 17
17 12099691 9 895 107 109 1 17
17 10211811 9 889 106 102 2 17
17 10364405 9 890 106 109 2 17
17 12290415 9 896 106 109 1 17
17 12319278 9 897 106 109 1 17
17 8675713 9 884 98 96 1 17
17 8890406 9 885 98 102 1 17
17 10895067 9 891 92 89 2 17
17 7983618 9 882 85 81 1 17
17 8114148 9 883 85 74 1 17
17 6458357 9 878 70 71 1 17
17 7292733 9 881 70 74 1 17
17 6582245 9 879 67 68 1 17
17 4798132 9 872 64 58 1 17
17 5289078 9 874 64 61 1 17
17 5879759 9 877 57 58 1 17
17 5146424 9 873 54 55 1 17
17 5331547 9 875 54 55 1 17
17 5778459 9 876 51 47 1 17
17 4429174 9 871 43 43 1 17
17 3549593 9 865 39 37 1 17
17 4059484 9 869 33 35 1 17
17 4151795 9 870 33 35 1 17
17 3856441 9 867 31 33 1 17
17 3644398 9 866 29 30 1 17
17 1185273 9 856 26 19 2 17
17 2723273 9 863 26 22 2 17
17 1157177 9 855 17 19 2 17
17 1313632 9 857 17 12 2 17
17 2514842 9 862 17 19 2 17
17 2747537 9 864 17 19 2 17
17 777841 9 854 17 19 2 17
17 1964849 9 859 15 19 2 17
17 513856 9 853 11 15 2 17
17 1370709 9 858 8 4 2 17
17 2178547 9 860 8 0 2 17
17 2216824 9 861 0 0 2 17
18 258514 53 898 0 0 1 18
18 1630980 53 899 22 29 1 18
18 1762692 53 900 22 35 1 18
18 2173670 53 901 22 29 1 18
18 2236022 53 902 29 32 1 18
18 2258336 53 903 29 32 1 18
18 2746443 53 904 32 35 1 18
18 3526890 53 906 35 44 1 18
18 3662445 53 907 44 48 1 18
18 3983452 53 908 48 52 1 18
18 4047505 53 909 52 55 1 18
18 4418738 53 911 55 64 1 18
18 5160370 53 912 55 71 1 18
18 5172978 53 913 61 71 1 18
18 6994616 53 922 64 71 1 18
18 5739788 53 914 71 72 1 18
18 5963038 53 917 71 77 1 18
18 5809430 53 916 72 82 1 18
18 6461910 53 919 77 82 1 18
18 6049298 53 918 82 84 1 18
18 6645736 53 920 84 86 1 18
